stop_id,stop_name,stop_desc,stop_lat,stop_lon
81,Gardolo-Loc.Lamar,,46.128918,11.109495
82,Lavis-Via Cembra 16,,46.143208,11.106619
83,Lavis-Via Bresadola,,46.143938,11.112489
84,Lavis-Tornante-Via Cembra 50,,46.141935,11.114444
85,Maso Franch,,46.143816,11.118841
86,Mosana-Loc. Ai Castagnari,,46.150492,11.125740
87,Mosana,,46.154400,11.137231
88,Verla,,46.157055,11.152529
89,Verla-Cantina Rossi,,46.154873,11.155408
90,Valternigo,,46.160790,11.158790
91,Ville di Giovo,,46.165785,11.157341
92,Ville di Giovo-Maso Roncador,,46.162212,11.140586
93,Passo Croce,,46.161487,11.134622
94,Palu' di Giovo,,46.158215,11.140403
95,Verla-Bivio,,46.155898,11.160681
97,Lisignago,,46.160457,11.187635
98,Lisignago-Loc.Bedin,,46.164966,11.203565
99,Cembra-Cimitero,,46.174519,11.217348
100,Cembra,,46.174956,11.221714
101,Fadana,,46.177555,11.225071
102,Cembra-Loc.Molini,,46.180271,11.228397
103,Faver Bivio,,46.180959,11.231881
104,Faver,,46.181716,11.237795
105,Faver-Ufficio Postale,,46.183755,11.240754
106,Faver-Loc. Portegnago,,46.197032,11.246634
107,Valda-Capitello,,46.207069,11.262068
108,Valda,,46.206784,11.266464
110,Grauno,,46.229415,11.298255
111,Capriana-Case Nuove,,46.261033,11.339913
112,Capriana,,46.262789,11.339456
113,Capriana-Albergo Miravalle,,46.262057,11.343992
114,Carbonare-Rover,,46.266757,11.351746
115,Stramentizzo Bivio,,46.266504,11.406487
116,Molina di Fiemme-Paese,,46.272357,11.417227
117,Molina di F.-Via Segherie,,46.272436,11.424112
118,Molina di Fiemme-Scuole,,46.274181,11.416707
119,Castello di Fiemme-Conc.Fiat,,46.278941,11.430137
121,Castello di Fiemme,,46.281233,11.434752
123,Molina di Fiemme-Via Segherie,,46.272409,11.424124
124,Grumes,,46.221516,11.294054
125,Faver,,46.181189,11.236672
126,Fadana,,46.178185,11.225990
127,Cembra,,46.175121,11.222045
129,Ceola,,46.159543,11.170891
130,Verla,,46.157152,11.152810
131,Lavis-Via Bresadola,,46.143962,11.112745
133,Lamar di Gardolo-Ss.12-Ftm,,46.125856,11.107861
134,Gardolo-Ss.12,,46.108559,11.108767
135,Gardolo-Cicli Moser,,46.102641,11.110469
137,Casatta di Valfloriana,,46.250381,11.344532
138,Barcatta,,46.250421,11.349659
139,Villaggio Italo-Svizzero,,46.247854,11.346661
140,Dora',,46.251863,11.355635
141,Palu' di Sicina,,46.256917,11.363017
142,Casanova di Sicina,,46.241992,11.349809
143,Valle,,46.238605,11.351281
144,Montalbiano,,46.234426,11.355133
145,Sicina,,46.230004,11.358752
532,Trento-Via Giusti-Cimitero,,46.064205,11.119435
533,Trento-Via V.Veneto,,46.057701,11.119291
535,Trento-Via Lorenzoni,,46.058380,11.122963
537,Trento-Via S.Francesco,,46.066636,11.126202
538,Montesover,,46.217084,11.327086
539,Montesover-Strada Vernera,,46.218166,11.326641
540,Montesover-Strada Vernera 17,,46.217389,11.324145
541,Montesover-Carrozzeria,,46.215296,11.328103
542,Sveseri Bivio,,46.207640,11.327808
543,Piazzoli,,46.214463,11.323294
544,Facendi,,46.214915,11.321421
546,Sover,,46.223891,11.312418
548,Nave S.Felice,,46.164603,11.112269
549,Sorni Bivio,,46.174975,11.122031
551,Sorni,,46.173837,11.120538
552,Nave S.Felice,,46.166611,11.112923
557,Cavalese-Case Itea,,46.289538,11.469412
559,Milon,,46.285862,11.479729
560,Masi-Campo Sportivo,,46.283459,11.480809
561,Masi-Piccolo Bar,,46.283360,11.483310
562,Masi di Cavalese,,46.283280,11.485357
563,Masi-Via Chiesa Civ.118,,46.284431,11.489109
564,Marco di Cavalese,,46.290351,11.476383
566,Carano-Bar Sport,,46.292292,11.442660
567,Carano-Municipio,,46.292221,11.440488
568,Carano,,46.291789,11.438794
569,Carano-Albergo Bagni,,46.290458,11.438774
570,Carano-Garnì Belvedere,,46.287392,11.435856
572,Villaggio Veronza-Bv.Pizzeria,,46.287843,11.428652
574,Villaggio Veronza-Via Pale,,46.288769,11.431450
575,V.Veronza-H.Veronza,,46.289865,11.433202
578,Trento-Via Valsugana,,46.068327,11.136287
579,Ponte Alto,,46.073787,11.150439
580,Pinè Bivio,,46.081905,11.194970
581,Sille,,46.086063,11.202932
582,Madrano-Belvedere,,46.084668,11.210388
584,Madrano,,46.085924,11.214313
585,Madrano-Via Della Vizza,,46.091338,11.212180
586,Nogare',,46.103925,11.211299
587,S.Mauro-Bivio,,46.116607,11.222363
588,Tressilla,,46.128796,11.237227
589,Baselga P.-Municipio,,46.130017,11.243841
590,Baselga di Pine'-Lago,,46.135502,11.249837
591,Sternigo Bivio,,46.141638,11.257922
592,Rizzolaga,,46.146547,11.264079
593,Campolongo,,46.149594,11.269501
594,Piazze Bivio,,46.155593,11.278561
595,Piazze di Bedollo,,46.155636,11.288077
596,Castellani-Regnana Bivio,,46.159769,11.298666
597,Centrale di Bedollo,,46.160828,11.302262
598,Bedollo,,46.164985,11.301342
599,Bedollo Bivio,,46.170023,11.312441
600,Bedollo Villaggio,,46.172909,11.317053
601,Brusago-Via Verdi,,46.175772,11.321442
602,Brusago,,46.182123,11.325860
603,Brusago-Civ. 4,,46.186573,11.329595
604,Brusago-Maso Gabart,,46.194274,11.327788
605,Sette Fontane Bivio,,46.199008,11.327741
606,Sveseri,,46.206441,11.323666
607,Bedollo,,46.164986,11.301527
608,Piazze di Bedollo,,46.155858,11.287334
609,Campolongo,,46.149606,11.269113
610,Pinè Bivio,,46.081958,11.196441
611,Ponte Alto,,46.073949,11.150317
612,Trento-Port'aquila,,46.069905,11.128513
613,Trento-Via Perini,,46.060824,11.124153
614,Civezzano-Centro Europa,,46.083514,11.199034
615,Civezzano-Quadrivio,,46.090068,11.185168
616,Civezzano,,46.091869,11.183174
617,Cirè-Superstrada,,46.077733,11.204086
618,Torchio,,46.090705,11.197409
619,Cogatti,,46.093519,11.196416
620,Seregnano,,46.094472,11.200444
621,Roverè,,46.090452,11.193247
622,Bampi Bivio,,46.093747,11.190641
623,Barbaniga,,46.101736,11.186340
624,S.Agnese,,46.106347,11.183849
625,S.Agnese-Difr. Al Civ. 64,,46.106519,11.186159
626,Mazzanigo,,46.103635,11.189195
627,Penedallo-Difr. Al Civ. 1,,46.102875,11.191745
628,Penedallo,,46.101014,11.192553
629,Bosco di Civezzano,,46.111066,11.170991
630,Bosco-Loc. Canova,,46.113877,11.175541
632,Torchio-S.P. 71,,46.091408,11.198343
633,Valle Fornace,,46.111868,11.210363
634,Fornace Bivio,,46.119436,11.216130
636,Fornace,,46.118058,11.208113
637,Fornace-Via Campogrande 5,,46.120699,11.209196
638,S.Stefano,,46.128531,11.212040
639,Fornace-Maso Donati,,46.120439,11.216456
640,Lases,,46.143536,11.218874
641,Albiano-Via Roma Civ.35,,46.143814,11.198966
642,Albiano,,46.144616,11.193779
643,Albiano-Via S.Antonio Civ.54,,46.146254,11.190465
644,Albiano-Via S.Antonio Civ 90,,46.148464,11.187406
646,Lases-Civ. 30,,46.144611,11.219172
647,Lases-Loc. Ronc Del Mela,,46.149542,11.221571
648,Lona-Via Provinciale,,46.156073,11.230504
649,Lona,,46.160390,11.234805
650,Lona-Loc. Piazzole,,46.162898,11.240964
651,Sevignano,,46.170787,11.247119
652,Piazzo di Segonzano Bivio,,46.180041,11.257966
653,Scancio di Segonzano,,46.187468,11.258374
654,Scancio di Segonzano-Snack Bar,,46.191890,11.259595
655,Scancio di Segonzano Mad.Aiuto,,46.196166,11.258614
656,Gaggio/Gresta Bivio,,46.207792,11.286819
657,Valcava Bivio,,46.217867,11.305176
658,Sover-Bar Vittoria,,46.221404,11.314764
660,Sover-Loc. Mezauno,,46.231131,11.318876
662,Piscine-Loc. Grava,,46.246752,11.332537
664,Pradel,,46.260328,11.355420
665,Loc. Ronco,,46.260433,11.384836
666,Loc. Melae,,46.263127,11.397791
667,Stramentizzo-Bivio,,46.266408,11.406559
669,Pradel,,46.262398,11.355420
670,Scancio di Segonzano,,46.191607,11.258893
671,Lases-Distributore Esso,,46.150438,11.222695
672,Lases-Pesa,,46.143739,11.218683
673,Pergine V.,,46.061248,11.237033
675,Pergine-Via Baratieri,,46.063947,11.242777
676,Pergine-Distr. Tamoil,,46.065170,11.247430
677,Zivignago,,46.067276,11.252921
678,Zivignago-Cons.S.Orsola,,46.070153,11.257161
679,Canezza-Maso Staifer,,46.075901,11.268702
682,Canezza,,46.076974,11.274491
683,Canezza-Dif. Al Sole,,46.080149,11.275946
684,Canezza-Maso Dràzeri,,46.084557,11.277669
685,Viarago-Bivio,,46.086386,11.277786
686,Mala-Loc.Agnoletti,,46.088686,11.279793
687,Mala,,46.090560,11.281513
688,S.Orsola-Loc.Mantovani,,46.095743,11.289216
689,Stefani,,46.098590,11.294205
690,S.Orsola-Loc.Bertoldi,,46.102573,11.298243
691,S.Orsola,,46.107693,11.301880
693,S.Orsola-Loc.Donadi,,46.111674,11.306197
694,Bagni Terme di S.Orsola,,46.113764,11.307889
695,S.Orsola-Loc. Doss Martin,,46.114670,11.307600
696,Marcheli-Bivio Borti E Cont,,46.117554,11.310066
697,Fontanari-Maso Marcheli,,46.119434,11.313238
698,Fontanari,,46.121169,11.316456
699,Palù Del F.-Redebus,,46.130238,11.340914
700,Palù Del F.-Loc. Sigismondi,,46.129804,11.344495
701,Palù Del F.-Hotel Lagorai,,46.129512,11.348876
702,Palu' Del Fersina,,46.129731,11.352867
703,S.Orsola,,46.107831,11.302005
708,Moena-Hotel Campagnola,,46.374003,11.665009
709,Alpe Lusia,,46.367804,11.686058
710,Fango,,46.368794,11.728398
711,Fango-Alb. Negritella,,46.374785,11.751966
712,P.So S.Pellegrino-Segg.Cost.,,46.378743,11.784393
713,Passo S.Pellegrino-Ht.Arnika,,46.378138,11.789632
714,P.So S.Pellegrino-Chiesetta,,46.378321,11.793369
715,P.So S.Pellegrino-Fun.C.Mar.,,46.379108,11.802051
716,P.So S.Pellegrino-B. V.Freda,,46.378808,11.813507
717,Zingari,,46.376208,11.820593
718,Falcade Alto,,46.355341,11.858411
719,Falcade-Chiesa,,46.354314,11.861698
720,Falcade-Via Serafini,,46.355060,11.866761
721,Falcade,,46.358372,11.872868
722,Trento-Off.Conotter,,46.076776,11.100106
723,Trento-Via Brescia 4,,46.070536,11.111496
724,Montevideo,,46.080369,11.098522
725,Cadine,,46.088572,11.064986
726,Terlago Bivio,,46.091545,11.055126
727,Vigolo Baselga-Paese,,46.081449,11.044965
728,Vigolo Baselga-Pallonc.Rosso,,46.077626,11.032474
729,Vezzano,,46.078475,10.999800
731,Vezzano-Bivio Val di Cavedine,,46.071568,10.994704
733,Padergnone-Loc.Barbazan,,46.060053,10.990529
734,Padergnone,,46.062089,10.988852
735,Padergnone-Case Enel,,46.058818,10.982886
736,Due Laghi-Hotel Miralaghi,,46.058851,10.979182
737,Castel Toblino,,46.056347,10.965437
739,Sarche-Maso Caffaro,,46.046073,10.945217
740,Sarche-Bar Miravalle,,46.044456,10.944797
741,Comano Terme,,46.041193,10.881910
742,Ponte Arche-Autost.,,46.035587,10.873617
743,Ponte Arche-Bel Sit,,46.036219,10.864709
744,Ponte Ragoli-Sp34 Dir. Ragoli,,46.050484,10.785337
746,Zuclo Ss237 "Superm. Lidl",,46.040152,10.748601
748,Ponte Ragoli-Ss.237-Dir. Saone,,46.049764,10.785625
749,Ragoli-Pez,,46.051079,10.781306
750,Ragoli,,46.050989,10.776581
751,Preore,,46.046154,10.758110
752,Preore-Loc.Signor,,46.044621,10.752413
754,Zuclo Bivio-Segheria Tonello,,46.038745,10.744295
755,Bolbeno-Bivio,,46.033970,10.735274
756,Tione-Bar Arnò,,46.034864,10.732481
757,Tione-Autostazione,,46.033132,10.726114
758,Tione-Via Circonvallaz.,,46.040222,10.727473
759,Verdesina Bivio,,46.056997,10.716268
760,Villa Rendena,,46.062476,10.712201
761,Iavrè,,46.068036,10.711738
762,Iavrè-Artigianato,,46.070709,10.713789
763,Darè,,46.075923,10.717568
764,Vigo Rendena,,46.078733,10.718957
765,Vigo Rendena-Biv.Val S.Val.,,46.082037,10.722143
766,Pelugo,,46.087322,10.723226
767,Pelugo-Artigianato,,46.088071,10.725461
768,Borzago,,46.098857,10.734738
769,Spiazzo Rendena,,46.101557,10.736556
772,Strembo-Bivio Bocenago,,46.118184,10.752834
773,Strembo,,46.120371,10.751922
774,Caderzone,,46.128901,10.756508
775,Caderzone-Off. Alfa Romeo,,46.131787,10.764304
776,Giustino,,46.145927,10.768305
777,Giustino-Hotell Royal,,46.153692,10.766169
778,Pinzolo,,46.157164,10.765988
779,Pinzolo-Funivie,,46.163441,10.765458
780,Carisolo,,46.169320,10.764149
781,Carisolo-Pinemonte Basso,,46.188013,10.772362
782,S.Antonio di M.-Camping Faè,,46.185864,10.779174
783,S.Antonio di M.-Biv.V.Nambr.,,46.188184,10.777525
784,S.Antonio di M.-Vigili Fuoco,,46.190113,10.785440
785,S.Antonio di Mavignola,,46.191260,10.788625
786,S.Antonio di M.-Rio Fornas,,46.193908,10.795957
787,S.Antonio di M.-Rio V.Rastrel,,46.195343,10.795758
788,S.Antonio di M.-Palù,,46.197373,10.797107
789,S.Antonio di M.-Mumble Fratè,,46.200599,10.804013
790,Madonna di C.-Loc.Fontanella,,46.208856,10.820246
791,Madonna di C.-H. Lorenzetti,,46.214137,10.822365
792,Madonna di C.-Hotel Betulla,,46.220872,10.822457
793,Madonna di Campiglio-Vvff,,46.224540,10.825264
794,Madonna di C.-Laghetto,,46.226019,10.827868
795,M. Campiglio,,46.230343,10.827885
796,Madonna di C.-Fun. Pradalago,,46.234031,10.826079
797,Madonna di C.-Hotel Dahu,,46.234409,10.823829
798,M.Campiglio-P.Brenta Alta,,46.231942,10.826145
799,Madonna di C.-Biv. V.Nambino,,46.235465,10.826428
800,Funivia Grostè,,46.236312,10.835363
801,Campo Carlomagno,,46.242978,10.840032
803,Campo Carlomagno,,46.243225,10.840253
804,Funivia Grostè,,46.236409,10.835464
805,S.Massenza,,46.065484,10.980462
807,Madonna di C.-Loc.Fontanella,,46.208587,10.819861
808,S.Antonio di M.-Mumble Fratè,,46.200492,10.803664
811,S.Antonio di M.-Vigili Fuoco,,46.189857,10.784564
812,S.Antonio di M.-Biv.V.Nambr.,,46.188256,10.778149
813,S.Antonio di M.-Camping Faè,,46.185659,10.778454
814,Carisolo,,46.169099,10.763891
815,Pinzolo-Funivie,,46.163723,10.765273
816,Giustino-Hotel Royal,,46.153492,10.766254
818,Spiazzo Rend.-Conc.Cozzio,,46.110613,10.747633
819,Mortaso,,46.106772,10.739864
820,Spiazzo Rendena,,46.102588,10.736821
821,Borzago,,46.098884,10.734790
823,Vigo Rendena-Biv.Val S.Val.,,46.082368,10.722321
824,Vigo Rendena,,46.078901,10.719153
825,Darè,,46.075878,10.717528
826,Iavrè,,46.068841,10.711465
827,Verdesina Bivio,,46.056766,10.716638
829,Tione-Via Circonvallaz.,,46.040014,10.727518
830,Terlago,,46.097757,11.044740
831,Covelo Bivio,,46.098388,11.022717
832,Covelo-Via N.Poli,,46.096643,11.018074
833,Covelo,,46.098290,11.019005
834,Maso Ariol,,46.106105,11.026542
835,Monte Terlago-Bivio,,46.108167,11.035614
836,Monte Terlago-P.Zza,,46.109656,11.037895
837,Monte Terlago-Loc.Vallene,,46.109037,11.042854
838,Monte Terlago-H. 2 Laghi,,46.112079,11.046119
839,Cadine,,46.088855,11.064513
841,Trento-Maso Pedrotti,,46.076745,11.098135
842,Trento-Loc. S.Antonio,,46.069885,11.100439
843,Sardagna-Maso Scala,,46.069871,11.097749
844,Sardagna,,46.064848,11.097290
845,Sardagna-Tornante Sp 85,,46.071418,11.086984
847,Candriai-Bar Erika,,46.063071,11.082260
848,Centro A.Degasperi,,46.059629,11.077756
849,Vaneze-Bivio Prà Della Fava,,46.056968,11.076349
850,Bolbeno-Bivio,,46.034112,10.735532
853,Preore-Loc. Signor,,46.044911,10.752913
854,Ragoli,,46.050919,10.775286
855,Ragoli-Pez,,46.050940,10.780061
856,Zuclo Morace Antichità,,46.041992,10.753635
857,Saone,,46.042589,10.766915
858,Ponte Ragoli-Ss.237 Dir.Sarche,,46.050263,10.786769
859,Ponte Arche-Bel Sit,,46.036139,10.864628
861,Comano Terme,,46.041141,10.882865
863,Padergnone,,46.061989,10.989465
865,Vigolo Baselga-Ss45,,46.080844,11.043572
868,Tione-Bar Arno',,46.034257,10.733257
869,Sarche-Cassa Rurale,,46.046415,10.952067
870,Sarche-Centro Comm.,,46.046442,10.952107
871,Vaneze,,46.051918,11.071938
872,Vaneze-Sp.85,,46.051411,11.069391
873,Vaneze-Norge,,46.049242,11.066660
874,Vaneze-Baita Montesel,,46.045839,11.065184
875,Vaneze-Ex Snack Bar,,46.044388,11.060838
877,Viote,,46.021402,11.041172
878,Vason,,46.039098,11.057695
879,Vaneze-Baita Montesel,,46.046329,11.065049
880,Candriai,,46.066037,11.084466
884,Zuclo,,46.034160,10.747301
885,Bolbeno,,46.032567,10.737551
887,Coltura,,46.058271,10.793851
889,Preore Bivio Montagne,,46.046119,10.756556
890,Montagne-Cort,,46.050723,10.753627
891,Montagne-Larzana,,46.058445,10.751304
892,Montagne-Binio,,46.065609,10.755140
894,Zuclo,,46.034087,10.747095
895,Pinzolo,,46.157196,10.764400
896,Fraveggio Bivio,,46.078617,10.993865
897,Lon,,46.084191,10.992669
898,Ciago,,46.089243,11.004842
899,Margone Bivio,,46.068390,10.972999
900,Ranzo,,46.064110,10.942541
901,Margone,,46.068219,10.963864
903,Ciago-Sp. 18 Civ.1,,46.089161,11.008008
905,Margone Bivio,,46.068021,10.973815
906,Lon-Ris. Fior di Roccia,,46.084858,10.991606
909,Borgo V.-C.Intermodale,,46.052041,11.463335
910,Borgo Vals.-Ospedale,,46.056441,11.464242
911,Borgo Vals.-Valli,,46.055483,11.469823
912,Castelnuovo-Malerba,,46.053807,11.481145
913,Castelnuovo,,46.052197,11.494280
914,Strigno-Stazione Fs,,46.051474,11.514737
915,Agnedo-Incrocio,,46.051000,11.525010
916,Agnedo,,46.052516,11.528682
917,Agnedo-Via Per Ospedaletto,,46.048287,11.531302
918,Agnedo-Via Per Ospedaletto 8,,46.046836,11.542288
919,Ospedaletto,,46.044851,11.550784
920,Ospedaletto-Ss/F.S.,,46.041590,11.548690
921,Ospedaletto Loc. Barricata,,46.036355,11.561032
922,Ospedaletto-Via Pradenella,,46.033870,11.573069
923,Tollo,,46.028363,11.587738
924,Grigno,,46.015036,11.635237
925,Grigno-Segheria,,46.015219,11.636698
926,Palù di Grigno,,46.007300,11.654865
927,Serafini,,46.004039,11.660404
928,Belvederi di Grigno,,46.001081,11.665287
929,Tezze-Via Masetto Vecchio 16,,45.993791,11.670273
930,Tezze,,45.991214,11.671734
931,Martincelli,,45.977982,11.680805
932,Primolano-Alb.Giardino,,45.965203,11.707060
933,Ospedaletto,,46.044687,11.550965
934,Canezza-Bivio,,46.076785,11.275863
935,Canezza-Loc. Molini,,46.076818,11.282744
936,Canezza-Loc. Pinterhof,,46.078874,11.283443
937,Frassilongo-Maso Pizzi,,46.084010,11.290375
938,Frassilongo-Maso Molinari,,46.085004,11.291541
939,Levico Terme-Autostazione,,46.010161,11.298858
940,Levico T.-P.Za Medici,,46.008963,11.309513
941,Barco,,46.004584,11.335619
942,Levico T.-P.Za Medici,,46.008788,11.308239
943,Regnana Biv.-Dopo A.Costalta,,46.159984,11.300172
944,Regnana-Via Redebus 9,,46.156251,11.308984
945,Regnana,,46.154104,11.309902
946,Borgo Vals.-Sp.40,,46.051473,11.456467
947,Olle-Trattoria Alla Croce,,46.041590,11.460248
948,Olle-Via Del Boaletto,,46.040761,11.465108
949,Olle,,46.040808,11.464163
950,Pergine V.-Via Rosmini 19,,46.060945,11.232468
951,Costasavina,,46.058110,11.213982
952,Fornaci di Roncogno,,46.064069,11.224112
953,Roncogno,,46.069354,11.207320
954,Maso Colpi Bivio Via Tiglio,,45.997669,11.318198
955,Maso Colpi Bivio,,45.995463,11.319324
956,S.Giuliana-Civ.41,,45.993090,11.311893
957,S.Giuliana,,45.991575,11.315123
958,S.Mauro,,46.125272,11.223917
959,Valcava,,46.206286,11.311970
960,Svaldi,,46.170079,11.301642
961,Ponte Fersina,,46.069816,11.223412
962,Pergine V.-Viale Dante,,46.065908,11.228116
963,Masetti-Strada Provinciale,,46.052647,11.249267
965,Levico T.-Alb.Miralago,,46.016044,11.291759
966,Levico Terme-Cimitero,,46.008855,11.316263
967,Levico Terme-Sp.228,,46.016487,11.330915
968,Campiello di Levico,,46.019576,11.356679
969,Novaledo,,46.022213,11.366074
970,Novaledo-Via Roati,,46.027411,11.374066
971,Novaledo-Loc.Campregher,,46.029340,11.382792
972,Marter-Loc.Angeli,,46.030565,11.388362
973,Marter-Autoespresso,,46.034103,11.394317
974,Roncegno-Via Ciocca,,46.044667,11.406879
975,Roncegno Terme,,46.049671,11.411174
976,Roncegno-Centro Polisportivo,,46.049008,11.421467
977,Borgo Vals.-Staz. Fs,,46.051441,11.454415
978,Scurelle,,46.065058,11.506674
979,Scurelle-Via 15 Agosto,,46.062960,11.514492
980,Villa,,46.057745,11.519774
981,Strigno-Bivio Ivano Fracena,,46.061558,11.523764
983,Tomaselli,,46.069104,11.528309
984,Tomaselli-Bivio Latini,,46.071154,11.536719
985,Bieno-Via Bettega,,46.075320,11.540816
986,Bieno-Via Lusumina,,46.084130,11.550569
987,Bieno,,46.080268,11.553834
988,Bieno-Via Roma,,46.081287,11.558990
989,Pradellano,,46.079566,11.577673
990,Pradellano-Al Lago,,46.076086,11.588456
991,Pieve Tesino-Passo Forcella,,46.070956,11.592248
992,Pieve Tesino-Case Itea,,46.068561,11.605522
993,Cinte Tesino Bivio,,46.066533,11.607625
994,Cinte Tesino-Stab.Bailo,,46.063234,11.609771
996,Cinte Tesino,,46.057645,11.613706
998,Pieve Tesino,,46.067684,11.612774
999,Castello T.-Loc. Al Ponte,,46.070757,11.622036
1000,Castello T.-Ip,,46.068606,11.625943
1001,Castello T.-Via Battisti 36,,46.064407,11.628872
1002,Castello Tesino,,46.064873,11.633294
1003,Pergine V.-Bivio Susà,,46.056775,11.236747
1005,S.Cristoforo Al Lago,,46.038778,11.233503
1006,Valcanover,,46.026716,11.229254
1007,Valcanover-Pizz.Happy Days,,46.016696,11.233983
1008,Calceranica-Bar Floris,,46.006556,11.241153
1010,Caldonazzo-Via Marconi,,45.994597,11.256980
1011,Caldonazzo,,45.993374,11.260641
1012,Caldonazzo-Via Roma,,45.994526,11.270753
1013,Caldonazzo-Sp. Civ.85/B,,45.998136,11.279595
1014,Levico T.-Rist. Brenta,,46.006387,11.291849
1015,Levico T.-Rist.Brenta,,46.006543,11.291893
1016,Caldonazzo,,45.993610,11.260696
1017,Caldonazzo-V.Marconi,,45.995308,11.256569
1018,Calceranica Al Lago,,46.004091,11.243365
1019,Valcanover,,46.027390,11.229319
1020,S.Cristoforo Al Lago,,46.038968,11.233977
1021,Pergine V.-Via Al Lago Civ 17,,46.053382,11.235382
1022,S.Cristoforo-Bivio Darsena,,46.039889,11.239810
1023,Ischia-Alle Terrazze,,46.012667,11.261720
1024,Brenta Bivio,,46.004789,11.274534
1025,Brenta Bivio,,46.005569,11.272279
1026,Ischia-Alle Terrazze,,46.014088,11.260421
1028,Pergine V.,,46.061538,11.237586
1029,Roveda Bivio,,46.086443,11.293810
1030,Frassilongo,,46.089502,11.297433
1031,Frassilongo-Maso Doss Hecchi,,46.092488,11.302722
1032,Frassilongo-Maso Puech,,46.094064,11.304207
1033,Fierozzo-Loc. Gaigheri,,46.096613,11.311683
1034,S.Francesco,,46.100363,11.310541
1035,S.Felice Fierozzo,,46.111159,11.318516
1037,Pergine V.-Via Regensburger,,46.064432,11.242028
1038,Pergine V.-V.Regensb/Bellini,,46.067887,11.239690
1039,Casalino-Stadio Del Ghiaccio,,46.072183,11.235642
1040,Casalino,,46.074271,11.229227
1041,Vigalzano,,46.076931,11.228473
1042,Vigalzano-Via Del Sgualdi,,46.079790,11.226832
1043,Canzolino-Via Pianezze,,46.081871,11.222569
1044,Canzolino-Scuole,,46.083822,11.219086
1046,Madrano-Alb.Madrano,,46.085656,11.215136
